NAME,INTAKE CODE,COURSE NAME,STUDY MODE,MODULE CODE,MODULE NAME
Abbie Long,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT099-3-M-CIO,Computational Intelligence Optimization
Abbie Long,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Abbie Long,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Abbie Long,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Ethan Fields,APUMP2005AI,MSc in Artificial Intelligence,Part time,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Ethan Fields,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Ethan Fields,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Aleena Mitchell,APDMP2109AI,MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Aleena Mitchell,APDMP2109AI,MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Aleena Mitchell,APDMP2109AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Aleena Mitchell,APDMP2109AI,MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Aleena Mitchell,APDMP2109AI,MSc in Artificial Intelligence,Part time,CT014-3-M-PR,Pattern Recognition
Aleena Mitchell,APDMP2109AI,MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Neha Boone,APUMP2103AI,MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Neha Boone,APUMP2103AI,MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Neha Boone,APUMP2103AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Todd Boyd,APUMP2109AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Todd Boyd,APUMP2109AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT046-3-M-AML,Applied Machine Learning
Todd Boyd,APUMP2109AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Todd Boyd,APUMP2109AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT048-3-M-BIS,Business Intelligence Systems
Gwen Allison,APUMP2111AI-ODL,MSc in Artificial Intelligence,Distance Learning,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Gwen Allison,APUMP2111AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT097-3-M-AR,Applied Robotics
Gwen Allison,APUMP2111AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT046-3-M-AML,Applied Machine Learning
Gwen Allison,APUMP2111AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Gwen Allison,APUMP2111AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT131-3-M-ODL-DM,Image Processing and Computer Vision
Jay Pace,APUMP2203AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Jay Pace,APUMP2203AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT131-3-M-ODL-DM,Image Processing and Computer Vision
Eva Gutierrez,APUMP2205AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Eva Gutierrez,APUMP2205AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT131-3-M-ODL-DM,Image Processing and Computer Vision
Haseeb Giles,APDMP2107AI,MSc in Artificial Intelligence,Part time,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Haseeb Giles,APDMP2107AI,MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Haseeb Giles,APDMP2107AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Haseeb Giles,APDMP2107AI,MSc in Artificial Intelligence,Part time,CT014-3-M-PR,Pattern Recognition
Haseeb Giles,APDMP2107AI,MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Haseeb Giles,APDMP2107AI,MSc in Artificial Intelligence,Part time,CT052-3-M-NLP,Natural Language Processing
Haseeb Giles,APDMP2107AI,MSc in Artificial Intelligence,Part time,CT100-3-M-DL,Deep Learning
Abdullahi Hess,APUMP2201AI(PR),MSc in Artificial Intelligence,Part time,CT102-3-M-FL,Fuzzy Logic
Abdullahi Hess,APUMP2201AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Abdullahi Hess,APUMP2201AI(PR),MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Abdullahi Hess,APUMP2201AI(PR),MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Shelby Lara,APUMP2005AI,MSc in Artificial Intelligence,Part time,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Shelby Lara,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Shelby Lara,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Shelby Lara,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT014-3-M-PR,Pattern Recognition
Shelby Lara,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT052-3-M-NLP,Natural Language Processing
Shelby Lara,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT100-3-M-DL,Deep Learning
Shelby Lara,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT101-3-M-ESKE,Expert Systems and Knowledge Engineering
Lyndon Barr,APUMP2203AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Lyndon Barr,APUMP2203AI(PR),MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Lyndon Barr,APUMP2203AI(PR),MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Yahya Macias,APUMP2009AI(PR),MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Yahya Macias,APUMP2009AI(PR),MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Yahya Macias,APUMP2009AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Yahya Macias,APUMP2009AI(PR),MSc in Artificial Intelligence,Part time,CT095-6-M-RMCE,Research Methodology in Computing and Engineering
Clyde Rodriguez,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Clyde Rodriguez,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Clyde Rodriguez,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Clyde Rodriguez,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT014-3-M-PR,Pattern Recognition
Clyde Rodriguez,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT052-3-M-NLP,Natural Language Processing
Clyde Rodriguez,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT100-3-M-DL,Deep Learning
Regan Mckee,APDMP2105AI(PR),MSc in Artificial Intelligence,Part time,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Regan Mckee,APDMP2105AI(PR),MSc in Artificial Intelligence,Part time,CT102-3-M-FL,Fuzzy Logic
Regan Mckee,APDMP2105AI(PR),MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Regan Mckee,APDMP2105AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Regan Mckee,APDMP2105AI(PR),MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Khadijah Stevenson,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Khadijah Stevenson,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Khadijah Stevenson,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Khadijah Stevenson,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Khadijah Stevenson,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT052-3-M-NLP,Natural Language Processing
Khadijah Stevenson,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT100-3-M-DL,Deep Learning
Henri Nunez,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Henri Nunez,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Henri Nunez,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Henri Nunez,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Mitchell Mcclain,APUMP2109AI-ODL,MSc in Artificial Intelligence,Distance Learning,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Mitchell Mcclain,APUMP2109AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT097-3-M-AR,Applied Robotics
Mitchell Mcclain,APUMP2109AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT046-3-M-AML,Applied Machine Learning
Mitchell Mcclain,APUMP2109AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT048-3-M-BIS,Business Intelligence Systems
Mitchell Mcclain,APUMP2109AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT095-6-M-RMCE,Research Methodology in Computing and Engineering
Mitchell Mcclain,APUMP2109AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT130-3-M-ODL-DAP,Pattern Recognition
Sienna Wood,APUMP2005AI(PR),MSc in Artificial Intelligence,Part time,CT102-3-M-FL,Fuzzy Logic
Sienna Wood,APUMP2005AI(PR),MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Sienna Wood,APUMP2005AI(PR),MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Sienna Wood,APUMP2005AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Sienna Wood,APUMP2005AI(PR),MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Sienna Wood,APUMP2005AI(PR),MSc in Artificial Intelligence,Part time,CT095-6-M-RMCE,Research Methodology in Computing and Engineering
Leon Winters,APUMP2203AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Leon Winters,APUMP2203AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT048-3-M-BIS,Business Intelligence Systems
Leon Winters,APUMP2203AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT131-3-M-ODL-DM,Image Processing and Computer Vision
Lydia Knight,APUMP2203AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Lydia Knight,APUMP2203AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT048-3-M-BIS,Business Intelligence Systems
Lydia Knight,APUMP2203AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT131-3-M-ODL-DM,Image Processing and Computer Vision
Anna Connolly,APUMP2101AI,MSc in Artificial Intelligence,Part time,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Anna Connolly,APUMP2101AI,MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Anna Connolly,APUMP2101AI,MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Anna Connolly,APUMP2101AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Anna Connolly,APUMP2101AI,MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Leia Potter,APDMP2201AI,MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Leia Potter,APDMP2201AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Leia Potter,APDMP2201AI,MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Leia Potter,APDMP2201AI,MSc in Artificial Intelligence,Part time,CT052-3-M-NLP,Natural Language Processing
Lilia Rangel,APUMP2203AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Lilia Rangel,APUMP2203AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT048-3-M-BIS,Business Intelligence Systems
Lilia Rangel,APUMP2203AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT125-3-M-ODL-AML,Applied Machine Learning
Kirsty Rodgers,APDMP2203AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Kirsty Rodgers,APDMP2203AI(PR),MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Kirsty Rodgers,APDMP2203AI(PR),MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Ricardo Wagner,APDMP2107AI(PR),MSc in Artificial Intelligence,Part time,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Ricardo Wagner,APDMP2107AI(PR),MSc in Artificial Intelligence,Part time,CT099-3-M-CIO,Computational Intelligence Optimization
Ricardo Wagner,APDMP2107AI(PR),MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Ricardo Wagner,APDMP2107AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Ricardo Wagner,APDMP2107AI(PR),MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Luis Cisneros,APUMP2205AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Luis Cisneros,APUMP2205AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT131-3-M-ODL-DM,Image Processing and Computer Vision
Erika Hilton,APDMP2111AI(PR),MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Erika Hilton,APDMP2111AI(PR),MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Erika Hilton,APDMP2111AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Erika Hilton,APDMP2111AI(PR),MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Erika Hilton,APDMP2111AI(PR),MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Bibi Delacruz,APUMP2203AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Bibi Delacruz,APUMP2203AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT048-3-M-BIS,Business Intelligence Systems
Bibi Delacruz,APUMP2203AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT131-3-M-ODL-DM,Image Processing and Computer Vision
Maximus Williams,APDMP2107AI,MSc in Artificial Intelligence,Part time,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Maximus Williams,APDMP2107AI,MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Maximus Williams,APDMP2107AI,MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Maximus Williams,APDMP2107AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Maximus Williams,APDMP2107AI,MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Maximus Williams,APDMP2107AI,MSc in Artificial Intelligence,Part time,CT052-3-M-NLP,Natural Language Processing
Maximus Williams,APDMP2107AI,MSc in Artificial Intelligence,Part time,CT100-3-M-DL,Deep Learning
Eileen Brewer,APUMP2111AI,MSc in Artificial Intelligence,Part time,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Teddy Blackburn,APUMP2111AI,MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Teddy Blackburn,APUMP2111AI,MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Teddy Blackburn,APUMP2111AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Teddy Blackburn,APUMP2111AI,MSc in Artificial Intelligence,Part time,CT014-3-M-PR,Pattern Recognition
Frederic Yoder,APUMP2203AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Frederic Yoder,APUMP2203AI,MSc in Artificial Intelligence,Part time,CT014-3-M-PR,Pattern Recognition
Frederic Yoder,APUMP2203AI,MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Macy Nixon,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Macy Nixon,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT014-3-M-PR,Pattern Recognition
Macy Nixon,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Macy Nixon,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT052-3-M-NLP,Natural Language Processing
Macy Nixon,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT095-6-M-RMCE,Research Methodology in Computing and Engineering
Macy Nixon,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT100-3-M-DL,Deep Learning
Nia Rivas,APUMP2101AI-ODL,MSc in Artificial Intelligence,Distance Learning,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Nia Rivas,APUMP2101AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT097-3-M-AR,Applied Robotics
Nia Rivas,APUMP2101AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT046-3-M-AML,Applied Machine Learning
Nia Rivas,APUMP2101AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Nia Rivas,APUMP2101AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT048-3-M-BIS,Business Intelligence Systems
Nia Rivas,APUMP2101AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT103-3-M-IPCV,Image Processing and Computer Vision
Nia Rivas,APUMP2101AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT095-6-M-RMCE,Research Methodology in Computing and Engineering
Nia Rivas,APUMP2101AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT130-3-M-ODL-DAP,Pattern Recognition
Jonas Campos,APDMP2201AI(PR),MSc in Artificial Intelligence,Part time,CT102-3-M-FL,Fuzzy Logic
Jonas Campos,APDMP2201AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Jonas Campos,APDMP2201AI(PR),MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Jonas Campos,APDMP2201AI(PR),MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Robbie Savage,APUMP2205AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT052-3-M-NLP,Natural Language Processing
Robbie Savage,APUMP2205AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT131-3-M-ODL-DM,Image Processing and Computer Vision
Sally Jacobs,APUMP2009AI,MSc in Artificial Intelligence,Part time,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Sally Jacobs,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Sally Jacobs,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Sally Jacobs,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Euan Rodriguez,APUMP2009AI(PR),MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Arran Landry,APDMP2201AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Arran Landry,APDMP2201AI,MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Umair Simpson,APDMP2107AI,MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Umair Simpson,APDMP2107AI,MSc in Artificial Intelligence,Part time,CT095-6-M-RMCE,Research Methodology in Computing and Engineering
Blake Smith,APDMP2107AI(PR),MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Blake Smith,APDMP2107AI(PR),MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Alivia Church,APUMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT099-3-M-CIO,Computational Intelligence Optimization
Alivia Church,APUMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Alivia Church,APUMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Julius Sweeney,APDMP2105AI,MSc in Artificial Intelligence,Part time,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Julius Sweeney,APDMP2105AI,MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Julius Sweeney,APDMP2105AI,MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Julius Sweeney,APDMP2105AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Julius Sweeney,APDMP2105AI,MSc in Artificial Intelligence,Part time,CT095-6-M-RMCE,Research Methodology in Computing and Engineering
Mahnoor Richard,APUMP2203AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Mahnoor Richard,APUMP2203AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT048-3-M-BIS,Business Intelligence Systems
Mahnoor Richard,APUMP2203AI-ODL,MSc in Artificial Intelligence,Distance Learning,CT131-3-M-ODL-DM,Image Processing and Computer Vision
George Reeves,APUMP2005AI,MSc in Artificial Intelligence,Part time,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
George Reeves,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
George Reeves,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
George Reeves,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT014-3-M-PR,Pattern Recognition
George Reeves,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT052-3-M-NLP,Natural Language Processing
George Reeves,APUMP2005AI,MSc in Artificial Intelligence,Part time,CT095-6-M-RMCE,Research Methodology in Computing and Engineering
Dhruv Poole,APDMP2009AI(PR),MSc in Artificial Intelligence,Part time,CT099-3-M-CIO,Computational Intelligence Optimization
Dhruv Poole,APDMP2009AI(PR),MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Dhruv Poole,APDMP2009AI(PR),MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Dhruv Poole,APDMP2009AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Dhruv Poole,APDMP2009AI(PR),MSc in Artificial Intelligence,Part time,CT095-6-M-RMCE,Research Methodology in Computing and Engineering
Susannah Dickerson,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,AQ049-3-M-MMDA,Multivariate Methods for Data Analysis
Susannah Dickerson,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT099-3-M-CIO,Computational Intelligence Optimization
Susannah Dickerson,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Susannah Dickerson,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Susannah Dickerson,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Susannah Dickerson,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Susannah Dickerson,APDMP2101AI(PR),MSc in Artificial Intelligence,Part time,CT095-6-M-RMCE,Research Methodology in Computing and Engineering
Fred Warren,APDMP2201AI,MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Fred Warren,APDMP2201AI,MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Fred Warren,APDMP2201AI,MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Fred Warren,APDMP2201AI,MSc in Artificial Intelligence,Part time,CT052-3-M-NLP,Natural Language Processing
Carys Gutierrez,APUMP2111AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Carys Gutierrez,APUMP2111AI(PR),MSc in Artificial Intelligence,Part time,CT014-3-M-PR,Pattern Recognition
Carys Gutierrez,APUMP2111AI(PR),MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Lýdia Washington,APUMP2009AI(PR),MSc in Artificial Intelligence,Part time,CT014-3-M-PR,Pattern Recognition
Bruce Wayne,APUMP2205AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Ysbrand Achilleus,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Ysbrand Achilleus,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Ysbrand Achilleus,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT014-3-M-PR,Pattern Recognition
Ysbrand Achilleus,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Ysbrand Achilleus,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT052-3-M-NLP,Natural Language Processing
Ysbrand Achilleus,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT095-6-M-RMCE,Research Methodology in Computing and Engineering
Ysbrand Achilleus,APUMP2009AI,MSc in Artificial Intelligence,Part time,CT100-3-M-DL,Deep Learning
Ivan Gabi,APUMP2201AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT102-3-M-FL,Fuzzy Logic
Ivan Gabi,APUMP2201AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT098-3-M-AI,Artificial Intelligence
Ivan Gabi,APUMP2201AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT048-3-M-BIS,Business Intelligence Systems
Ivan Gabi,APUMP2201AI(PR)-ODL,MSc in Artificial Intelligence,Distance Learning,CT131-3-M-ODL-DM,Image Processing and Computer Vision
Sam Wilson,APDMP2109AI(PR),MSc in Artificial Intelligence,Part time,CT097-3-M-AR,Applied Robotics
Sam Wilson,APDMP2109AI(PR),MSc in Artificial Intelligence,Part time,CT046-3-M-AML,Applied Machine Learning
Sam Wilson,APDMP2109AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
Sam Wilson,APDMP2109AI(PR),MSc in Artificial Intelligence,Part time,CT048-3-M-BIS,Business Intelligence Systems
Sam Wilson,APDMP2109AI(PR),MSc in Artificial Intelligence,Part time,CT014-3-M-PR,Pattern Recognition
Sam Wilson,APDMP2109AI(PR),MSc in Artificial Intelligence,Part time,CT103-3-M-IPCV,Image Processing and Computer Vision
Bucky Barnes,APUMP2201AI(PR),MSc in Artificial Intelligence,Part time,CT102-3-M-FL,Fuzzy Logic
Bucky Barnes,APUMP2201AI(PR),MSc in Artificial Intelligence,Part time,CT098-3-M-AI,Artificial Intelligence
